Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
21.365,21.3175,454.75,844.5,0.00334689126491045,1
22.315,26.3425,438.0,1073.0,0.00439019256195137,1
22.2,27.1,444.0,1126.5,0.00448561086271465,1
21.2,32.9,454.0,1113.75,0.0051279196436793,1
22.29,25.7,441.0,1045.66666666667,0.0042758224818962715,1
21.7,20.075,44.0,754.75,0.0032164488427715693,0
22.39,28.2933333333333,536.333333333333,1049.66666666667,0.00473951902591521,1
21.89,18.1,324.0,457.25,0.00293253765841459,0
19.2,30.79,65.6666666666667,423.333333333333,0.0042346172954835296,0
20.39,26.2,68.0,425.75,0.0038772355562648212,0
21.533333333333307,34.1,479.0,1430.0,0.00542725591180863,1
20.7,26.55,77.5,416.0,0.00400570702028278,0
21.29,33.03,13.0,1189.66666666667,0.00517709328018398,0
22.0,20.945,469.0,861.0,0.00341899557534175,1
19.29,30.533333333333307,6.0,435.0,0.0042228523846022286,0
21.7,35.345,464.0,1441.0,0.0056853958644212796,1
21.7,18.39,62.6666666666667,442.0,0.00294519709219547,0
22.1,38.4,433.0,1927.5,0.0063360467132003,1
22.05,20.05,557.25,773.75,0.00328217564472419,1
21.5,18.426666666666698,303.0,459.0,0.00291503639848743,0
22.89,17.6,333.0,454.0,0.00303080301077589,0
19.39,27.2,0.0,423.0,0.00378267630066579,0
22.0,38.56,441.0,1935.33333333333,0.00632364578827334,1
19.79,26.6,33.5,424.25,0.00379239560424957,0
21.39,33.3725,474.5,1454.0,0.0052636700649866894,1
21.29,33.1725,481.5,1414.5,0.00519961531779453,1
22.5,26.925,446.5,1048.5,0.00453911338025217,1
22.1,37.975,433.0,1839.25,0.006265214843410779,1
22.5,28.3175,534.0,1084.5,0.00477566845366135,1
23.1,17.2,301.0,444.25,0.00299966423433237,0
22.6,26.1,28.0,949.5,0.0044260403339240395,0
22.2,27.1,464.0,1118.0,0.00448561086271465,1
19.926666666666698,29.79,290.66666666666697,424.333333333333,0.00428672937885196,0
21.6666666666667,18.426666666666698,44.0,440.666666666667,0.00294505995319839,0
21.29,19.625,483.75,662.5,0.00306564969062438,1
22.0,38.2725,432.75,1895.0,0.00627602150426355,1
22.1,26.5225,449.5,1037.5,0.004362499370826171,1
22.1,38.845,433.0,1997.5,0.00641022896600429,1
21.7,20.7675,480.0,854.75,0.00332799596229192,1
22.39,26.533333333333307,441.0,1064.0,0.00444258927503736,1
22.6,17.6,364.5,453.0,0.0029777089929062307,0
23.05,17.315,315.0,446.75,0.0030106527027271893,0
20.89,19.945,11.5,437.0,0.0030398928079983893,0
19.5,26.89,22.5,423.0,0.0037651376149917203,0
21.76,35.59,464.0,1469.0,0.00574639750709881,1
21.7,20.39,469.0,788.333333333333,0.00326718375337819,1
19.1,30.89,14.0,429.25,0.00422187724213521,0
19.29,30.6,24.0,425.0,0.00423213532126926,0
23.1,17.2,292.0,448.5,0.00299966423433237,0
22.1,26.7,455.5,1049.0,0.00439190124576314,1
19.39,30.5,26.5,433.75,0.004244735815627929,0
23.1,17.0,279.75,446.0,0.0029646181711294396,0
21.865,18.2,68.0,441.0,0.0029442974963269104,0
20.6,20.89,0.0,437.0,0.00312800194776641,0
21.6,21.323333333333302,433.0,844.333333333333,0.00339660543704568,1
21.0,19.893333333333302,0.0,607.5,0.00305265967202019,0
